1 1 568
2 1 15
3 1 227
4 1 0
5 1 0
6 1 0
7 1 0
8 1 628
9 1 215
10 1 0
11 1 220
12 1 855
13 1 135
14 1 1392
15 1 0
16 1 240
17 1 616
18 1 220
19 1 190
20 1 0
21 1 0
22 1 239
23 1 0
24 1 0
25 1 223
26 1 0
27 1 236
28 1 0
29 1 166
30 1 0
31 1 207
32 1 0
33 1 1824
34 1 244
35 1 203
36 1 996
37 1 0
38 1 247
39 1 0
40 1 0
41 1 351
42 1 221
43 1 666
44 1 244
45 1 0
46 1 210
47 1 0
48 1 1555
49 1 1210
50 1 232
51 1 141
52 1 229
53 1 932
54 1 180
55 0 0
56 1 1274
57 1 266
58 1 828
59 1 232
60 1 0
61 1 1636
62 1 184
63 1 2018
64 1 16
65 1 206
66 1 1044
67 1 881
68 1 0
69 0 0
