1 1 649
2 1 17
3 1 227
4 1 0
5 1 0
6 1 0
7 1 0
8 1 228
9 1 255
10 1 189
11 1 233
12 1 695
13 1 276
14 1 1833
15 1 0
16 1 212
17 1 0
18 1 222
19 1 233
20 1 0
21 1 0
22 1 217
23 1 173
24 1 0
25 1 241
26 1 299
27 1 181
28 1 188
29 1 230
30 1 0
31 1 194
32 1 0
33 1 1698
34 1 212
35 1 233
36 1 0
37 1 0
38 1 222
39 1 0
40 1 0
41 1 556
42 1 239
43 1 524
44 1 237
45 1 0
46 1 204
47 1 0
48 1 1400
49 1 0
50 1 280
51 1 84
52 1 240
53 1 1574
54 1 233
55 0 0
56 1 1802
57 1 208
58 1 644
59 1 186
60 1 0
61 1 3027
62 1 239
63 1 0
64 1 19
65 1 230
66 1 415
67 1 94
68 1 0
69 0 0
