1 1 630
2 1 15
3 1 216
4 1 0
5 1 538
6 1 0
7 1 0
8 1 908
9 1 236
10 1 0
11 1 182
12 1 1057
13 1 362
14 1 1058
15 1 0
16 1 193
17 1 717
18 1 189
19 1 223
20 1 0
21 1 0
22 1 226
23 1 0
24 1 0
25 1 207
26 1 0
27 1 214
28 1 0
29 1 188
30 1 0
31 1 179
32 1 0
33 1 1396
34 1 247
35 1 175
36 1 940
37 1 0
38 1 246
39 1 0
40 1 0
41 1 201
42 1 153
43 1 974
44 1 160
45 1 0
46 1 238
47 1 0
48 1 1518
49 1 1715
50 1 149
51 1 174
52 1 200
53 1 1066
54 1 159
55 0 0
56 1 1256
57 1 203
58 1 783
59 1 230
60 1 0
61 1 1825
62 1 220
63 1 1151
64 1 16
65 1 225
66 1 476
67 1 783
68 1 0
69 0 0
