1 1 403
2 1 19
3 1 212
4 1 0
5 1 1811
6 1 0
7 1 0
8 1 550
9 1 185
10 1 641
11 1 257
12 1 1189
13 1 62
14 1 345
15 1 0
16 1 209
17 1 0
18 1 206
19 1 216
20 1 0
21 1 0
22 1 211
23 1 359
24 1 0
25 1 199
26 1 582
27 1 226
28 1 927
29 1 197
30 1 0
31 1 183
32 1 0
33 1 2232
34 1 262
35 1 213
36 1 0
37 1 0
38 1 185
39 1 0
40 1 0
41 1 857
42 1 202
43 1 0
44 1 225
45 1 0
46 1 256
47 1 0
48 1 1245
49 1 0
50 1 203
51 1 302
52 1 240
53 1 315
54 1 173
55 0 0
56 1 349
57 1 205
58 1 0
59 1 251
60 1 0
61 1 1720
62 1 249
63 1 653
64 1 18
65 1 200
66 1 444
67 1 382
68 1 0
69 0 0
