1 1 746
2 1 19
3 1 201
4 1 0
5 1 0
6 1 0
7 1 0
8 1 1102
9 1 214
10 1 1143
11 1 203
12 1 2395
13 1 374
14 1 1368
15 1 0
16 1 227
17 1 0
18 1 178
19 1 177
20 1 0
21 1 0
22 1 183
23 1 1420
24 1 0
25 1 184
26 1 445
27 1 177
28 1 692
29 1 238
30 1 0
31 1 178
32 1 0
33 1 1938
34 1 218
35 1 191
36 1 0
37 1 0
38 1 201
39 1 0
40 1 0
41 1 1549
42 1 198
43 1 453
44 1 215
45 1 0
46 1 181
47 1 0
48 1 1058
49 1 0
50 1 204
51 1 167
52 1 214
53 1 1641
54 1 205
55 0 0
56 1 1399
57 1 175
58 1 606
59 1 223
60 1 0
61 1 2396
62 1 208
63 1 0
64 1 40
65 1 194
66 1 1807
67 1 1232
68 1 0
69 0 0
