1 1 810
2 1 16
3 1 201
4 1 0
5 1 0
6 1 0
7 1 0
8 1 181
9 1 211
10 1 0
11 1 230
12 1 630
13 1 431
14 1 2314
15 1 0
16 1 159
17 1 0
18 1 182
19 1 216
20 1 0
21 1 0
22 1 178
23 1 0
24 1 0
25 1 197
26 1 0
27 1 205
28 1 33
29 1 180
30 1 0
31 1 193
32 1 0
33 1 1927
34 1 177
35 1 173
36 1 167
37 1 0
38 1 167
39 1 0
40 1 0
41 1 569
42 1 225
43 1 653
44 1 190
45 1 0
46 1 202
47 1 0
48 1 1297
49 1 169
50 1 185
51 1 87
52 1 143
53 1 1433
54 1 185
55 0 0
56 1 1639
57 1 237
58 1 573
59 1 219
60 1 0
61 1 2978
62 1 247
63 1 222
64 1 14
65 1 221
66 1 224
67 1 758
68 1 0
69 0 0
