1 1 363
2 1 13
3 1 170
4 1 0
5 1 0
6 1 0
7 1 0
8 1 760
9 1 216
10 1 1186
11 1 240
12 1 2228
13 1 234
14 1 1836
15 1 0
16 1 206
17 1 0
18 1 248
19 1 214
20 1 0
21 1 0
22 1 191
23 1 1034
24 1 0
25 1 177
26 1 45
27 1 233
28 1 1082
29 1 211
30 1 0
31 1 188
32 1 0
33 1 1243
34 1 210
35 1 213
36 1 0
37 1 0
38 1 175
39 1 0
40 1 0
41 1 1022
42 1 212
43 1 692
44 1 231
45 1 0
46 1 263
47 1 0
48 1 842
49 1 0
50 1 176
51 1 162
52 1 269
53 1 1051
54 1 237
55 0 0
56 1 1814
57 1 200
58 1 639
59 1 233
60 1 0
61 1 2559
62 1 259
63 1 0
64 1 45
65 1 296
66 1 1954
67 1 1538
68 1 0
69 0 0
